latitude,longitude,freeboard,segment_length,Thickness (m)
-71.60067798,-40.05066401,0.24,13.506938,0.94
-71.60073557,-40.0506874,0.24,13.50962,0.94
-71.60079151,-40.05071015,0.23,13.504013,0.9
-71.60084789,-40.05073308,0.24,14.215371,0.94
-71.60092194,-40.05076327,0.27,15.633159,1.04
-71.60099351,-40.05079251,0.39,15.630161,1.48
-71.60105599,-40.05081807,0.51,13.4961195,1.91
-71.60109942,-40.05083587,0.56,12.783543,2.1
-71.60117313,-40.05086611,0.53,14.903961,1.99
-71.60123404,-40.05089113,0.48,14.9056,1.81
-71.60129213,-40.05091504,0.47,13.475843,1.77
-71.6013435,-40.0509361,0.45,12.77367,1.7
-71.60140683,-40.0509622,0.43,14.173401,1.62
-71.60147292,-40.05098973,0.4,14.851346,1.52
-71.60153653,-40.05101632,0.34,14.843301,1.3
-71.60159939,-40.05104262,0.28,14.131153,1.08
-71.60165411,-40.05106554,0.28,13.419346,1.08
-71.60170977,-40.05108888,0.28,13.414414,1.08
-71.60177325,-40.05111552,0.31,14.117405,1.19
-71.60182846,-40.05113871,0.32,13.410312,1.23
-71.60189147,-40.05116519,0.31,14.121102,1.19
-71.60194871,-40.05118925,0.28,13.402668,1.08
-71.60200971,-40.05121487,0.25,14.811231,0.97
-71.60206995,-40.05124015,0.23,13.402042,0.9
-71.6021257,-40.05126355,0.24,14.105694,0.94
-71.60219659,-40.05129328,0.26,14.815351,1.01
-71.60225409,-40.05131738,0.25,14.80803,0.97
-71.60231763,-40.05134398,0.28,14.104574,1.08
-71.60238141,-40.05137066,0.48,14.100886,1.81
-71.60243898,-40.05139471,0.68,13.401394,2.53
-71.60249913,-40.05141979,0.79,14.104279,2.93
-71.60255872,-40.05144459,0.78,13.3998165,2.89
-71.60261151,-40.05146659,0.67,14.099278,2.49
-71.60268921,-40.05149879,0.46,15.522872,1.73
-71.60274793,-40.05152292,0.43,13.421175,1.62
-71.60279897,-40.05154386,0.38,12.717863,1.44
-71.60285625,-40.05156731,0.32,14.130427,1.23
-71.60292952,-40.05159728,0.26,14.837881,1.01
-71.60298434,-40.05161967,0.23,14.1335945,0.9
-71.60305569,-40.05164877,0.2,14.843211,0.79
-71.60310781,-40.05167001,0.2,12.725182,0.79
-71.60316541,-40.05169346,0.21,13.431369,0.83
-71.60322487,-40.05171766,0.25,14.845543,0.97
-71.60329509,-40.05174621,0.29,15.551903,1.12
-71.60336112,-40.05177304,0.35,14.8443575,1.33
-71.6034185,-40.05179635,0.36,13.432008,1.37
-71.60347052,-40.05181747,0.37,13.433266,1.41
-71.60353533,-40.05184379,0.37,14.845471,1.41
-71.60359835,-40.0518694,0.38,14.141208,1.44
-71.6036575,-40.05189345,0.48,13.429903,1.81
-71.6037116,-40.05191545,0.53,14.142766,1.99
-71.60378179,-40.051944,0.49,14.137583,1.84
-71.60383656,-40.05196627,0.37,14.139996,1.41
-71.60390682,-40.05199485,0.28,14.138349,1.08
-71.60396015,-40.05201661,0.26,12.711187,1.01
-71.60402544,-40.05204333,0.27,14.122569,1.04
-71.60408615,-40.05206818,0.28,13.416751,1.08
-71.60413358,-40.05208764,0.33,12.002322,1.26
-71.60418518,-40.05210883,0.34,14.122925,1.3
-71.60426359,-40.05214106,0.3,14.829025,1.15
-71.60431303,-40.0521614,0.26,12.708118,1.01
-71.6043674,-40.05218381,0.27,12.713367,1.04
-71.60442686,-40.05220835,0.31,13.415121,1.19
-71.60448371,-40.05223183,0.28,13.420871,1.08
-71.60454289,-40.05225628,0.23,14.1233015,0.9
-71.6046084,-40.0522834,0.19,14.125986,0.75
-71.60466828,-40.05230823,0.18,14.127509,0.72
-71.60473567,-40.05233621,0.19,14.835764,0.75
-71.60479428,-40.05236056,0.19,13.422206,0.75
-71.60484511,-40.0523817,0.19,13.423244,0.75
-71.60490697,-40.05240745,0.22,14.1339855,0.86
-71.60496743,-40.05243265,0.33,13.42972,1.26
-71.60502346,-40.05245603,0.37,13.435746,1.41
-71.60507477,-40.05247744,0.34,12.730084,1.3
-71.60513737,-40.05250356,0.27,13.438844,1.04
-71.60519868,-40.0525292,0.36,14.85215,1.37
-71.60526037,-40.05255507,0.55,14.1486635,2.06
-71.60532063,-40.05258033,0.52,12.736287,1.95
-71.60536582,-40.05259927,0.48,11.321387,1.81
-71.60541902,-40.05262158,0.48,12.7380295,1.81
-71.60549471,-40.05265332,0.42,15.572358,1.59
-71.60556369,-40.05268223,0.32,14.870416,1.23
-71.60561364,-40.05270316,0.24,12.747615,0.94
-71.60566753,-40.05272574,0.25,13.463477,0.97
-71.60573737,-40.052755,0.3,15.592109,1.15
-71.60580739,-40.05278432,0.26,14.884164,1.01
-71.60586478,-40.05280834,0.25,14.178346,0.97
-71.6059283,-40.05283489,0.25,14.889852,0.97
-71.60598622,-40.0528591,0.26,12.768643,1.01
-71.60603991,-40.05288152,0.25,12.766605,0.97
-71.60610128,-40.05290711,0.25,13.479496,0.97
-71.60615396,-40.05292906,0.26,13.479956,1.01
-71.60622201,-40.05295739,0.27,15.6131525,1.04
-71.6062928,-40.05298682,0.31,14.900335,1.19
-71.60635092,-40.053011,0.3,14.891765,1.15
-71.60641862,-40.05303912,0.29,14.191896,1.12
-71.60646641,-40.05305888,0.25,12.798173,0.97
-71.60652824,-40.05308435,0.26,13.508403,1.01
-71.60658488,-40.05310766,0.27,12.792384,1.04
-71.60663632,-40.05312879,0.27,12.791114,1.04
-71.60669518,-40.05315296,0.27,12.077687,1.04
-71.60674447,-40.0531732,0.34,12.077198,1.3
-71.6067922,-40.05319278,0.37,12.071606,1.41
-71.60684578,-40.05321474,0.35,12.776323,1.33
-71.60691004,-40.05324108,0.32,14.195498,1.23
-71.60697414,-40.05326734,0.3,14.185684,1.15
-71.60703592,-40.05329265,0.27,14.178181,1.04
-71.6071019,-40.05331968,0.27,14.877545,1.04
-71.60716446,-40.0533453,0.29,14.158989,1.12
-71.60721976,-40.05336796,0.28,13.445994,1.08
-71.60728373,-40.05339417,0.26,14.852251,1.01
-71.60734897,-40.0534209,0.25,14.840368,0.97
-71.60740874,-40.05344541,0.28,14.128391,1.08
-71.6074709,-40.05347092,0.29,14.825357,1.12
-71.60753465,-40.05349708,0.28,14.106332,1.08
-71.60759461,-40.05352165,0.29,14.13229,1.12
-71.60765537,-40.05354649,0.26,13.39809,1.01
-71.60771585,-40.05357133,0.23,14.746631,0.9
-71.60778171,-40.05359866,0.22,14.043454,0.86
-71.60783578,-40.05362111,0.23,13.336012,0.9
-71.60789252,-40.05364468,0.35,13.33073,1.33
-71.60795004,-40.05366855,0.44,14.028091,1.66
-71.60801549,-40.05369569,0.41,14.020528,1.55
-71.60807176,-40.05371901,0.33,13.319679,1.26
-71.60813127,-40.05374365,0.28,14.021415,1.08
-71.6082034,-40.05377348,0.27,15.421749,1.04
-71.60826925,-40.0538007,0.28,14.722865,1.08
-71.60832516,-40.05382378,0.3,14.024593,1.15
-71.60838929,-40.05385022,0.3,14.03164,1.15
-71.60845179,-40.05387594,0.29,14.03371,1.12
-71.60851043,-40.05390003,0.26,13.338581,1.01
-71.60856404,-40.05392203,0.25,12.640755,0.97
-71.60861634,-40.05394347,0.26,11.946233,1.01
-71.60866893,-40.05396499,0.24,12.6588545,0.94
-71.60872631,-40.05398843,0.25,13.364943,0.97
-71.60878261,-40.0540114,0.27,12.671359,1.04
-71.60883593,-40.05403312,0.24,12.676998,0.94
-71.60889836,-40.05405878,0.26,13.378286,1.01
-71.60895355,-40.05408122,0.3,14.110308,1.15
-71.60902554,-40.05411002,0.29,14.860907,1.12
-71.60907927,-40.05413147,0.24,13.454874,0.94
-71.60913416,-40.05415338,0.26,13.462545,1.01
-71.60919555,-40.05417789,0.34,13.468568,1.3
-71.60924314,-40.05419692,0.47,12.057728,1.77
-71.60929282,-40.05421678,0.58,12.059459,2.17
-71.60934951,-40.05423948,0.65,13.487719,2.42
-71.60941395,-40.05426533,0.63,14.913461,2.35
-71.60947292,-40.05428903,0.61,14.20079,2.28
-71.60952995,-40.054312,0.6,13.497431,2.24
-71.60959047,-40.05433643,0.55,14.20715,2.06
-71.60965531,-40.05436269,0.42,13.502676,1.59
-71.6097127,-40.05438603,0.39,14.21179,1.48
-71.60977828,-40.0544128,0.39,14.211716,1.48
-71.60984448,-40.05443993,0.35,14.925056,1.33
-71.6099032,-40.05446412,0.33,14.211295,1.26
-71.6099617,-40.0544883,0.3,12.791237,1.15
-71.61001643,-40.054511,0.26,12.077642,1.01
-71.6100604,-40.05452932,0.25,12.078467,0.97
-71.61011876,-40.05455358,0.27,14.222265,1.04
-71.61019219,-40.05458425,0.3,14.907779,1.15
-71.61025171,-40.05460959,0.31,15.580909,1.19
-71.61032646,-40.0546419,0.33,14.86621,1.26
-71.61037947,-40.05466489,0.35,12.738905,1.33
-71.61042906,-40.05468643,0.38,12.738296,1.44
-71.61049155,-40.05471363,0.34,13.444215,1.3
-71.61055222,-40.05474006,0.29,14.857915,1.12
-71.6106229,-40.05477091,0.35,15.559873,1.33
-71.61068543,-40.05479821,0.46,14.150874,1.73
-71.61073899,-40.05482158,0.48,12.727512,1.81
-71.61079537,-40.05484615,0.38,12.727834,1.44
-71.61085656,-40.0548728,0.35,14.143714,1.33
-71.6109302,-40.0549048,0.28,15.5549,1.08
-71.61099596,-40.0549333,0.24,14.84904,0.94
-71.61104579,-40.05495483,0.25,12.729458,0.97
-71.61111469,-40.05498451,0.25,14.850986,0.97
-71.61118009,-40.05501258,0.2,14.853985,0.79
-71.61123083,-40.05503428,0.19,13.443021,0.75
-71.61121363,-40.05502693,0.19,13.445377,0.75
-71.61126926,-40.05505066,0.19,13.440712,0.75
-71.61133151,-40.05507709,0.23,14.149408,0.9
-71.61139584,-40.0551045,0.23,15.55925,0.9
-71.61146989,-40.05513572,0.27,14.863525,1.04
-71.61151811,-40.0551556,0.31,13.4857855,1.19
-71.61157772,-40.05517996,0.3,12.77076,1.15
-71.61162931,-40.05520095,0.23,12.059614,0.9
-71.61168445,-40.05522328,0.2,14.1855755,0.79
-71.61175618,-40.05525225,0.2,14.186632,0.79
-71.61181044,-40.05527409,0.23,13.478261,0.9
-71.6118693,-40.05529772,0.27,14.178822,1.04
-71.61193756,-40.05532503,0.3,14.176359,1.15
-71.61199627,-40.05534848,0.31,14.172374,1.19
-71.61206447,-40.05537566,0.32,15.585326,1.23
-71.61213735,-40.05540466,0.3,14.867223,1.15
-71.61219117,-40.05542605,0.31,13.4491825,1.19
-71.61224236,-40.05544641,0.33,12.736357,1.26
-71.61230441,-40.05547109,0.32,12.733085,1.23
-71.6123533,-40.05549055,0.33,12.723969,1.26
-71.61242005,-40.05551713,0.37,14.8387165,1.41
-71.61248253,-40.05554204,0.37,14.82898,1.41
-71.61254812,-40.05556823,0.34,14.820037,1.3
-71.61261126,-40.0555935,0.3,14.107177,1.15
-71.6126595,-40.05561269,0.3,12.000836,1.15
-71.61271499,-40.05563494,0.35,13.391435,1.33
-71.61277661,-40.05565998,0.42,13.358919,1.59
-71.61282098,-40.05567813,0.47,11.946782,1.77
-71.61287556,-40.05570049,0.45,13.345944,1.7
-71.61293669,-40.05572559,0.4,14.046463,1.52
-71.61300379,-40.05575322,0.38,14.036454,1.44
-71.61305411,-40.05577398,0.39,12.6326685,1.48
-71.61312023,-40.0558013,0.34,14.03656,1.3
-71.6131771,-40.05582485,0.3,13.338103,1.15
-71.61323318,-40.05584814,0.29,13.329339,1.12
-71.61329273,-40.05587289,0.3,12.627856,1.15
-71.61333811,-40.05589178,0.28,11.926975,1.08
-71.61339028,-40.0559135,0.27,12.629253,1.04
-71.6134517,-40.05593912,0.23,12.633429,0.9
-71.61350733,-40.05596235,0.24,14.04043,0.94
-71.61358373,-40.05599428,0.27,14.746014,1.04
-71.61362875,-40.0560131,0.26,12.644126,1.01
-71.61369035,-40.05603887,0.26,12.647862,1.01
-71.61374085,-40.05606,0.29,11.951253,1.12
-71.61378775,-40.05607964,0.39,11.959375,1.48
-71.613844,-40.05610317,0.44,12.668151,1.66
-71.6138942,-40.05612421,0.49,11.956206,1.84
-71.61394787,-40.05614669,0.54,13.383139,2.02
-71.61401261,-40.05617368,0.47,14.114044,1.77
-71.61407078,-40.05619784,0.34,13.4137745,1.3
-71.61412533,-40.0562205,0.31,12.716166,1.19
-71.61418311,-40.05624451,0.34,13.426149,1.3
-71.61423721,-40.05626696,0.34,12.018842,1.3
-71.61428399,-40.05628635,0.35,12.732387,1.33
-71.61435296,-40.05631492,0.3,14.152027,1.15
-71.61440984,-40.05633847,0.27,12.741491,1.04
-71.61446179,-40.05635996,0.26,13.456655,1.01
-71.61452491,-40.05638607,0.29,13.462883,1.12
-71.61457462,-40.05640661,0.32,12.753714,1.23
-71.61463639,-40.05643211,0.36,14.178546,1.37
-71.61470054,-40.05645857,0.37,12.771767,1.41
-71.6147519,-40.05647974,0.35,12.056691,1.33
-71.61479861,-40.05649898,0.38,11.3538265,1.44
-71.61484959,-40.05651997,0.4,12.062155,1.52
-71.61490791,-40.05654396,0.42,14.193426,1.59
-71.61498061,-40.05657384,0.43,14.90358,1.62
-71.6150331,-40.05659542,0.45,14.2021475,1.7
-71.61509998,-40.0566229,0.5,13.487675,1.88
-71.61515025,-40.05664352,0.53,12.778446,1.99
-71.61520961,-40.05666785,0.42,12.777691,1.59
-71.61526264,-40.05668959,0.31,13.482544,1.19
-71.61533461,-40.05671911,0.31,14.904398,1.19
-71.61539435,-40.05674363,0.4,14.19265,1.52
-71.61545201,-40.0567673,0.51,13.483268,1.91
-71.61550074,-40.05678728,0.5,12.063754,1.88
-71.615554,-40.05680911,0.39,12.772865,1.48
-71.61561186,-40.05683283,0.33,12.773146,1.26
-71.61566237,-40.05685354,0.29,12.059838,1.12
-71.6157161,-40.05687557,0.3,12.765751,1.15
-71.61577907,-40.05690141,0.41,13.474173,1.55
-71.61583097,-40.05692269,0.45,12.056706,1.7
-71.61587804,-40.05694199,0.37,12.052874,1.41
-71.61593228,-40.05696423,0.32,13.467845,1.23
-71.61599013,-40.05698795,0.27,12.759329,1.04
-71.61604848,-40.05701191,0.33,12.754772,1.26
-71.61610314,-40.05703436,0.37,13.463456,1.41
-71.61616134,-40.05705827,0.33,12.75248,1.26
-71.61621229,-40.05707921,0.3,12.038786,1.15
-71.616266,-40.0571013,0.29,12.747463,1.12
-71.61632134,-40.05712407,0.34,12.744991,1.3
-71.61638318,-40.05714955,0.4,13.461314,1.52
-71.61643986,-40.05717296,0.51,13.452793,1.91
-71.61649446,-40.05719549,0.52,13.44756,1.95
-71.61655089,-40.05721873,0.41,13.438446,1.55
-71.61661181,-40.05724383,0.32,13.432674,1.23
-71.61666795,-40.05726699,0.3,13.434539,1.15
-71.61671468,-40.0572863,0.32,13.433693,1.23
-71.61678373,-40.05731487,0.31,14.84965,1.19
-71.61684801,-40.0573415,0.38,14.847988,1.44
-71.61690936,-40.05736696,0.42,14.138239,1.59
-71.61696801,-40.05739132,0.39,13.433052,1.48
-71.6170217,-40.05741366,0.37,12.72721,1.41
-71.61707761,-40.05743696,0.35,12.727824,1.33
-71.61713139,-40.05745939,0.32,12.728933,1.23
-71.61719394,-40.05748552,0.27,14.147773,1.04
-71.61726058,-40.05751341,0.24,14.149034,0.94
-71.61732119,-40.05753883,0.3,14.151864,1.15
-71.61738423,-40.05756532,0.32,13.455801,1.23
-71.61743251,-40.05758563,0.32,12.740922,1.23
-71.61749433,-40.05761168,0.38,13.452126,1.44
-71.61755305,-40.05763644,0.4,12.744335,1.52
-71.61760322,-40.05765762,0.38,13.459421,1.44
-71.61767356,-40.05768734,0.33,14.157152,1.26
-71.61772738,-40.0577101,0.31,13.459981,1.19
-71.61778535,-40.0577347,0.32,14.897775,1.23
-71.61785632,-40.0577649,0.31,14.906672,1.19
-71.61791114,-40.05778824,0.28,14.196874,1.08
-71.61798026,-40.05781769,0.3,14.1944685,1.15
-71.61803556,-40.05784127,0.29,13.487544,1.12
-71.61809308,-40.05786579,0.27,14.196993,1.04
-71.61816484,-40.0578964,0.29,14.902687,1.12
-71.61822185,-40.05792071,0.26,14.195302,1.01
-71.61827717,-40.0579443,0.29,13.48005,1.12
-71.61834846,-40.05797468,0.34,15.60528,1.3
-71.61841281,-40.05800208,0.32,14.182825,1.23
-71.61847127,-40.05802695,0.29,13.469339,1.12
-71.61852614,-40.05805027,0.26,13.469162,1.01
-71.61858327,-40.05807453,0.28,13.462761,1.08
-71.6186477,-40.05810184,0.3,15.581208,1.15
-71.61871804,-40.05813161,0.31,14.869472,1.19
-71.61877786,-40.05815689,0.31,14.865391,1.19
-71.61884411,-40.05818481,0.27,14.855645,1.04
-71.61890667,-40.05821111,0.24,14.860873,0.94
-71.61896157,-40.05823413,0.23,14.144872,0.9
-71.61903423,-40.05826457,0.21,15.526416,0.83
-71.61910302,-40.05829333,0.19,14.814785,0.75
-71.61915662,-40.05831568,0.19,13.399936,0.75
-71.61920642,-40.0583364,0.18,11.983353,0.72
-71.61925619,-40.05835705,0.18,11.981049,0.72
-71.61930204,-40.05837603,0.19,11.982512,0.75
-71.61935939,-40.05839973,0.22,13.387016,0.86
-71.61942639,-40.05842732,0.31,15.491297,1.19
-71.61949605,-40.05845591,0.38,14.079272,1.44
-71.61954634,-40.05847647,0.39,12.670898,1.48
-71.6196112,-40.05850291,0.35,14.776227,1.33
-71.61967863,-40.05853031,0.28,14.775801,1.08
-71.61972774,-40.0585502,0.24,12.661283,0.94
-71.61978469,-40.05857321,0.27,12.662479,1.04
-71.61983998,-40.05859549,0.29,12.65969,1.12
-71.61990015,-40.05861965,0.3,13.361259,1.15
-71.61995751,-40.05864263,0.32,14.066123,1.23
-71.62002864,-40.05867104,0.35,15.473883,1.33
-71.62009524,-40.05869757,0.26,14.770317,1.01
-71.62015342,-40.05872069,0.21,13.365844,0.83
-71.62020686,-40.05874197,0.19,13.367398,0.75
-71.6202595,-40.05876285,0.21,12.663543,0.83
-71.62031281,-40.05878383,0.27,12.66906,1.04
-71.62037739,-40.05880917,0.38,13.373582,1.44
-71.62043304,-40.05883098,0.46,13.374466,1.73
-71.62048396,-40.05885093,0.47,11.975283,1.77
-71.62053147,-40.05886952,0.45,12.677859,1.7
-71.62059839,-40.05889573,0.41,14.088935,1.55
-71.62065968,-40.05891973,0.33,14.098093,1.26
-71.62072531,-40.05894545,0.31,14.804686,1.19
-71.62078528,-40.05896901,0.3,14.102587,1.15
-71.6208474,-40.05899343,0.29,14.112056,1.12
-71.62091251,-40.0590191,0.29,14.114062,1.12
-71.62097545,-40.05904398,0.3,14.120901,1.15
-71.62103541,-40.05906774,0.32,13.421822,1.23
-71.6210844,-40.05908721,0.31,13.42182,1.19
-71.62115306,-40.05911458,0.35,14.83972,1.33
-71.62121188,-40.05913811,0.38,14.142798,1.44
-71.62127364,-40.05916289,0.33,13.436953,1.26
-71.62132885,-40.05918514,0.29,14.146025,1.12
-71.62140368,-40.05921541,0.29,14.851647,1.12
-71.62145658,-40.05923685,0.31,13.446609,1.19
-71.62150749,-40.0592576,0.34,12.743938,1.3
-71.62156466,-40.05928108,0.35,12.050715,1.33
-71.62161446,-40.05930164,0.44,12.759998,1.66
-71.62167366,-40.05932616,0.5,13.47257,1.88
-71.62173263,-40.05935066,0.42,13.471823,1.59
-71.62179215,-40.0593755,0.34,14.191287,1.3
-71.6218516,-40.05940039,0.33,13.475588,1.26
-71.62190469,-40.05942269,0.33,13.481679,1.26
-71.62197179,-40.059451,0.35,15.607642,1.33
-71.62204574,-40.05948231,0.4,14.893239,1.52
-71.6220999,-40.05950532,0.46,13.476246,1.73
-71.62215485,-40.05952872,0.44,13.48354,1.66
-71.62221085,-40.05955261,0.42,12.766824,1.59
-71.62226328,-40.05957503,0.38,12.763914,1.44
-71.62231918,-40.05959896,0.29,12.0544405,1.12
-71.62236805,-40.05961994,0.29,12.762915,1.12
-71.62243432,-40.05964845,0.3,14.17759,1.15
-71.62249321,-40.05967382,0.44,13.465745,1.66
-71.62254531,-40.0596963,0.57,12.752224,2.13
-71.62260689,-40.0597229,0.67,12.748978,2.49
-71.62265996,-40.05974582,0.68,12.036819,2.53
-71.62270857,-40.05976674,0.63,12.041796,2.35
-71.62275998,-40.05978889,0.53,12.741446,1.99
-71.62281657,-40.0598134,0.43,12.730152,1.62
-71.62287184,-40.05983736,0.35,12.727203,1.33
-71.62293119,-40.05986309,0.42,12.71929,1.59
-71.62298573,-40.05988671,0.49,12.717846,1.84
-71.62304704,-40.05991321,0.5,14.8307495,1.88
-71.6231179,-40.05994377,0.42,14.832032,1.59
-71.62318252,-40.0599716,0.48,14.825578,1.81
-71.62323386,-40.05999366,0.57,12.706893,2.13
-71.62328976,-40.06001762,0.72,12.703927,2.67
-71.62334288,-40.06004033,0.83,13.412501,3.07
-71.62340532,-40.06006692,0.84,14.1160145,3.11
-71.62347034,-40.06009452,0.8,14.107094,2.96
-71.6235303,-40.06011985,0.73,13.403637,2.71
-71.62358387,-40.06014241,0.62,13.4019575,2.31
-71.62364113,-40.06016644,0.6,12.695703,2.24
-71.62369591,-40.06018935,0.52,12.697766,1.95
-71.62375007,-40.0602119,0.46,11.992054,1.73
-71.62379766,-40.06023166,0.33,11.285579,1.26
-71.62384285,-40.06025036,0.24,11.290945,0.94
-71.62390217,-40.06027481,0.2,12.703674,0.79
-71.62396085,-40.06029902,0.2,14.110481,0.79
-71.62403375,-40.06032888,0.2,14.817487,0.79
-71.62408905,-40.06035123,0.19,13.409814,0.75
-71.62414753,-40.06037474,0.18,14.116357,0.72
-71.62420766,-40.06039884,0.19,13.414844,0.75
-71.62426154,-40.06042038,0.21,14.124046,0.83
-71.62433565,-40.06044993,0.17,14.833129,0.68
-71.62439372,-40.06047304,0.18,15.54627,0.72
-71.62447176,-40.06050404,0.21,15.551834,0.83
-71.62452846,-40.06052654,0.21,14.139903,0.83
-71.62459592,-40.0605533,0.21,14.849164,0.83
-71.62466265,-40.06057976,0.21,14.853914,0.83
-71.62471429,-40.06060024,0.21,13.446608,0.83
-71.62477099,-40.06062276,0.21,13.447026,0.83
-71.62482945,-40.060646,0.27,13.454827,1.04
-71.62488866,-40.06066957,0.41,13.452383,1.55
-71.62493944,-40.06068983,0.57,12.749763,2.13
-71.62499504,-40.06071203,0.56,12.043562,2.1
-71.625038,-40.06072922,0.48,11.3412075,1.81
-71.62508951,-40.06074986,0.45,11.339277,1.7
-71.62514228,-40.06077107,0.42,12.051266,1.59
-71.625197,-40.06079311,0.34,12.76075,1.3
-71.62525368,-40.06081598,0.32,12.7648,1.23
-71.62531124,-40.06083935,0.31,13.482314,1.19
-71.62537723,-40.06086632,0.31,14.902227,1.19
-71.62543799,-40.06089124,0.31,14.198682,1.19
-71.62550026,-40.0609169,0.34,14.199399,1.3
-71.62555942,-40.06094136,0.44,12.779816,1.66
-71.62561458,-40.06096425,0.47,12.783199,1.77
-71.62566504,-40.06098526,0.48,12.08281,1.81
-71.62572139,-40.0610088,0.4,13.490985,1.52
-71.62578148,-40.06103398,0.31,14.208139,1.19
-71.62584436,-40.06106042,0.23,13.493228,0.9
-71.62589805,-40.06108308,0.21,12.783843,0.83
-71.62594935,-40.06110479,0.19,11.362078,0.75
-71.62599833,-40.06112558,0.19,11.365075,0.75
-71.62605541,-40.06114988,0.2,13.496279,0.79
-71.62612329,-40.06117887,0.21,15.624526,0.83
-71.6261954,-40.06120976,0.2,16.326519,0.79
-71.62626459,-40.06123948,0.18,15.615431,0.72
-71.6263265,-40.06126612,0.17,14.195825,0.68
-71.62638874,-40.06129297,0.17,14.190139,0.68
-71.62645769,-40.06132268,0.18,14.892244,0.72
-71.6265125,-40.06134632,0.2,13.478469,0.79
-71.62657252,-40.06137236,0.25,14.89508,0.97
-71.62664323,-40.06140324,0.26,15.5972,1.01
-71.6267083,-40.06143166,0.22,14.179555,0.86
-71.62676768,-40.06145758,0.2,14.171866,0.79
-71.62682814,-40.06148394,0.19,13.466561,0.75
-71.62688059,-40.06150678,0.19,13.454099,0.75
-71.62694611,-40.06153527,0.2,14.157936,0.79
-71.62699846,-40.06155799,0.2,12.7462845,0.79
-71.62705372,-40.06158192,0.19,13.443317,0.75
-71.62711916,-40.06161017,0.18,14.849182,0.72
-71.62718517,-40.06163856,0.18,14.134266,0.72
-71.62723902,-40.06166164,0.19,13.423846,0.75
-71.62730097,-40.06168809,0.18,14.126888,0.72
-71.62735859,-40.06171259,0.18,14.119026,0.72
-71.62743138,-40.06174341,0.19,15.5248995,0.75
-71.6274969,-40.06177102,0.21,14.109361,0.83
-71.62755022,-40.06179336,0.21,12.693448,0.83
-71.62761353,-40.06181976,0.17,14.100135,0.68
-71.62767548,-40.06184549,0.17,13.390377,0.68
-71.62772753,-40.06186716,0.21,13.405319,0.83
-71.62778281,-40.06189001,0.22,12.693403,0.86
-71.62784596,-40.06191565,0.22,14.762224,0.86
-71.62791313,-40.06194259,0.23,14.762809,0.9
-71.62797087,-40.06196565,0.22,14.761676,0.86
-71.62803609,-40.06199159,0.2,15.464797,0.79
-71.62810536,-40.06201906,0.19,14.761923,0.75
-71.62816518,-40.06204272,0.16,14.061879,0.65
-71.62822557,-40.06206656,0.17,13.360023,0.68
-71.62828017,-40.06208809,0.21,13.368656,0.83
-71.62833322,-40.06210901,0.23,12.672861,0.9
-71.62838727,-40.06213029,0.23,12.668596,0.9
-71.62845093,-40.06215538,0.25,14.7915125,0.97
-71.6285198,-40.06218252,0.23,14.086336,0.9
-71.62856598,-40.06220074,0.21,11.977601,0.83
-71.62862342,-40.06222342,0.22,13.393834,0.86
-71.62867958,-40.06224565,0.22,13.400928,0.86
-71.6287388,-40.06226915,0.23,14.115093,0.9
-71.62880462,-40.06229534,0.21,14.829022,0.83
-71.62886889,-40.06232099,0.23,14.838484,0.9
-71.62892716,-40.06234433,0.26,14.140349,1.01
-71.62898972,-40.06236932,0.28,13.419835,1.08
-71.62904264,-40.0623906,0.25,12.734985,0.97
-71.62910131,-40.06241456,0.23,13.492381,0.9
-71.62915738,-40.06243763,0.25,13.498582,0.97
-71.62921807,-40.06246268,0.27,14.215232,1.04
-71.62927788,-40.06248745,0.28,13.504585,1.08
-71.62933255,-40.06251017,0.29,12.7972,1.12
-71.62938637,-40.06253259,0.28,12.087455,1.08
-71.62943856,-40.06255439,0.26,13.50643,1.01
-71.62950336,-40.06258153,0.27,14.223201,1.04
-71.62956092,-40.06260572,0.31,13.505192,1.19
-71.62961744,-40.06262953,0.38,13.503077,1.44
-71.62968057,-40.06265615,0.39,14.209473,1.48
-71.62974291,-40.06268249,0.38,14.203035,1.44
-71.62979908,-40.06270627,0.38,12.072157,1.44
-71.62984584,-40.06272609,0.36,12.065048,1.37
-71.62989901,-40.06274863,0.34,13.478153,1.3
-71.62996507,-40.06277667,0.35,14.176583,1.33
-71.63002411,-40.06280175,0.37,14.167084,1.41
-71.63009103,-40.06283017,0.38,14.159064,1.44
-71.63014565,-40.06285336,0.38,14.149564,1.44
-71.63021581,-40.06288315,0.38,14.888176,1.44
-71.63027633,-40.06290884,0.42,13.439326,1.59
-71.63033215,-40.06293249,0.42,14.062908,1.59
-71.6303958,-40.06295943,0.42,14.06155,1.59
-71.63045587,-40.06298483,0.43,13.349488,1.62
-71.63051591,-40.06301017,0.4,14.039433,1.52
-71.63057425,-40.06303475,0.38,12.632318,1.44
-71.63062177,-40.06305474,0.37,11.930542,1.41
-71.6306774,-40.06307809,0.35,13.328932,1.33
-71.63073617,-40.06310271,0.33,13.328573,1.26
-71.63079145,-40.06312581,0.28,12.628809,1.08
-71.63084169,-40.06314677,0.22,12.629145,0.86
-71.63090688,-40.06317391,0.24,13.336445,0.94
-71.63095784,-40.06319509,0.27,12.642657,1.04
-71.63100986,-40.06321665,0.31,12.642599,1.19
-71.63107462,-40.06324344,0.32,14.058204,1.23
