latitude,longitude,freeboard,segment_length,Thickness (m)
-71.51102734,-40.01379185,0.15,12.701234,0.61
-71.51107325,-40.0138111,0.12,10.586427,0.5
-71.51111314,-40.01382782,0.12,9.882095,0.5
-71.5111564,-40.01384596,0.12,9.883811,0.5
-71.51119613,-40.01386261,0.06,9.18373,0.28
-71.51123402,-40.01387851,0.05,8.476889,0.25
-71.51127247,-40.01389463,0.02,9.180775,0.14
-71.5113216,-40.01391523,0,9.180784,0.07
-71.5113444,-40.01392479,0.02,7.066004,0.14
-71.51138063,-40.01393999,0.11,8.487119,0.46
-71.51147595,-40.01397997,0.48,11.313156,1.81
-71.51152818,-40.01400189,0.74,12.729658,2.75
-71.51159879,-40.01403149,1,14.141641,3.69
-71.51165597,-40.01405541,1.14,14.140778,4.2
-71.51172277,-40.0140833,1.16,14.14818,4.27
-71.51183702,-40.01413084,0.38,13.444939,1.44
-71.5118922,-40.01415373,0.22,12.730719,0.86
-71.51194403,-40.01417525,0.25,12.740793,0.97
-71.51201047,-40.01420279,0.22,14.153874,0.86
-71.51207374,-40.01422898,0.19,14.146423,0.75
-71.51213732,-40.01425523,0.26,14.143533,1.01
-71.5121975,-40.01428004,0.35,14.152034,1.33
-71.51226474,-40.01430773,0.48,14.865307,1.81
-71.51232439,-40.01433223,0.51,13.453027,1.91
-71.51237788,-40.01435415,0.39,12.740017,1.48
-71.51243279,-40.0143766,0.3,13.452066,1.15
-71.51249516,-40.01440204,0.25,14.147465,0.97
-71.51256125,-40.01442895,0.29,15.560178,1.12
-71.51263844,-40.01446028,0.29,15.553847,1.12
-71.51269664,-40.01448385,0.25,14.133476,0.97
-71.51275925,-40.01450913,0.19,14.836183,0.75
-71.51282767,-40.01453669,0.18,14.835326,0.72
-71.51287975,-40.01455764,0.17,12.7175455,0.68
-71.51292874,-40.01457731,0.12,10.590354,0.5
-71.51296343,-40.01459121,0.07,8.470743,0.32
-71.51299042,-40.01460201,0.01,7.055381,0.1
-71.51302165,-40.01461449,0.03,7.0530834,0.18
-71.51305041,-40.01462598,0.02,6.3468957,0.14
-71.5130754,-40.01463596,0.01,6.345785,0.1
-71.51310101,-40.01464618,0.01,7.053317,0.1
-71.51313617,-40.01466019,0.01,7.0493445,0.1
-71.51316195,-40.01467046,0.02,6.344145,0.14
-71.51318946,-40.01468141,0.02,7.0457153,0.14
-71.51322467,-40.01469541,0.03,7.0446196,0.18
-71.51324992,-40.01470544,0.02,6.340396,0.14
-71.51327635,-40.01471594,0.04,7.0424595,0.21
-71.5133104,-40.01472946,0.04,7.7482285,0.21
-71.51334602,-40.01474359,0.08,9.153602,0.36
-71.51339669,-40.01476379,0.11,12.677805,0.46
-71.51347062,-40.01479309,0.19,14.74633,0.75
-71.51353667,-40.01481903,0.2,15.4463625,0.79
-71.51360192,-40.01484466,0.19,15.447283,0.75
-71.51367509,-40.0148734,0.2,15.4410715,0.79
-71.51373911,-40.01489857,0.2,14.74302,0.79
-71.51379585,-40.01492092,0.18,14.040826,0.72
-71.51385849,-40.01494564,0.18,14.043591,0.72
-71.5139258,-40.01497226,0.37,14.747822,1.41
-71.51398769,-40.01499679,0.5,14.053274,1.88
-71.51404499,-40.01501954,0.5,12.660587,1.88
-71.51409542,-40.01503961,0.4,12.655425,1.52
-71.51415589,-40.01506375,0.24,14.072456,0.94
-71.51422674,-40.01509214,0.21,15.483623,0.83
-71.51429393,-40.0151192,0.23,13.380968,0.9
-71.51433818,-40.01513709,0.45,13.39359,1.7
-71.51440172,-40.01516287,0.6,14.106603,2.24
-71.51446278,-40.01518773,0.66,13.407047,2.46
-71.51451867,-40.01521056,0.74,13.419189,2.75
-71.51457485,-40.01523359,0.73,13.42974,2.71
-71.51462988,-40.01525612,0.7,13.427921,2.6
-71.51469044,-40.01528109,0.64,14.158699,2.38
-71.51476163,-40.01531081,0.55,14.903922,2.06
-71.514818,-40.01533449,0.5,13.490765,1.88
-71.5148614,-40.01535279,0.6,12.082278,2.24
-71.51492666,-40.01538041,0.64,14.219372,2.38
-71.51498463,-40.01540501,0.67,12.808493,2.49
-71.51503609,-40.0154269,0.85,12.111283,3.15
-71.51508798,-40.01544902,0.89,12.821454,3.29
-71.51515098,-40.0154759,0.94,13.540477,3.47
-71.51524966,-40.01551802,0.3,10.7027855,1.15
-71.5152829,-40.0155322,0.2,8.560887,0.79
-71.51531233,-40.01554478,0.1,7.1359973,0.43
-71.51534544,-40.01555894,0.01,7.849338,0.1
-71.51537791,-40.01557285,0.03,7.8500843,0.18
-71.51540847,-40.01558594,0.01,7.136285,0.1
-71.51543451,-40.01559709,0.01,6.4243402,0.1
-71.51546003,-40.01560803,0.02,6.42901,0.14
-71.51548561,-40.01561899,0.02,6.4326043,0.14
-71.51550707,-40.01562818,0.01,5.712522,0.1
-71.51553607,-40.01564061,0.02,6.4250746,0.14
-71.51556195,-40.01565169,0.02,7.139209,0.14
-71.51559722,-40.01566679,0.02,7.1421304,0.14
-71.51562614,-40.01567916,0.02,7.1405234,0.14
-71.51566636,-40.01569636,0.02,8.567753,0.14
-71.51570628,-40.01571342,0.02,7.8531547,0.14
-71.51572698,-40.01572226,0.02,7.1405573,0.14
-71.51576026,-40.01573646,0.02,7.141783,0.14
-71.51579404,-40.01575086,0.02,7.141743,0.14
-71.51582121,-40.01576244,0.05,6.4259453,0.25
-71.51584852,-40.01577406,0.05,7.8509855,0.25
-71.51591867,-40.01580395,0.01,7.137973,0.1
-71.51594717,-40.01581608,0.01,7.8511567,0.1
-71.51597725,-40.01582879,0.01,7.1338673,0.1
-71.5160077,-40.01584162,0.01,7.131974,0.1
-71.51604445,-40.01585709,0.01,8.556211,0.1
-71.51608284,-40.01587322,0.02,7.8432846,0.14
-71.51613815,-40.01589642,0.01,6.4149456,0.1
-71.51616675,-40.01590839,0,7.839127,0.07
-71.51620498,-40.01592437,0.01,7.836073,0.1
-71.51622368,-40.01593218,0,5.698527,0.07
-71.51625183,-40.01594392,0.01,6.412614,0.1
-71.51627812,-40.01595488,0.02,7.120433,0.14
-71.51631342,-40.01596956,0.06,7.8318853,0.28
-71.5163528,-40.01598591,0.02,8.541554,0.14
-71.51638493,-40.01599923,0.03,7.8245573,0.18
-71.51641452,-40.01601148,0.02,7.824963,0.14
-71.51644806,-40.01602535,0.01,7.109743,0.1
-71.51647445,-40.01603624,0.01,7.821771,0.1
-71.51652136,-40.01605558,0,9.949351,0.07
-71.51655517,-40.01606949,0.01,7.812688,0.1
-71.51659464,-40.01608571,0.01,7.1006236,0.1
-71.51662377,-40.01609765,0.05,8.517825,0.25
-71.51669443,-40.01612658,0.05,6.3868523,0.25
-71.51671615,-40.01613546,0.01,5.6739874,0.1
-71.51674992,-40.01614924,0.01,8.507097,0.1
-71.51679498,-40.0161676,0.05,7.0888414,0.25
-71.51682099,-40.01617819,0.01,7.800501,0.1
-71.5168902,-40.01620632,0.04,6.376645,0.21
-71.51691069,-40.01621463,0.04,5.666923,0.21
-71.51700437,-40.01625254,0.04,9.200959,0.21
-71.51705154,-40.0162716,0.12,11.313608,0.5
-71.51711277,-40.0162963,0.18,13.428682,0.72
-71.51717073,-40.01631972,0.18,12.724445,0.72
-71.51722769,-40.01634266,0.18,13.412883,0.72
-71.51729196,-40.01636841,0.13,14.096436,0.54
-71.51734602,-40.01639003,0.12,11.978698,0.5
-71.51738587,-40.01640598,0.1,10.569336,0.43
-71.51742825,-40.01642293,0.09,9.862602,0.39
-71.51746841,-40.016439,0.55,9.859665,2.06
-71.51756128,-40.01647617,0.46,10.560484,1.73
-71.5176028,-40.01649278,0.54,10.565083,2.02
-71.51764952,-40.01651148,0.56,11.259348,2.1
-71.51770487,-40.01653367,0.62,12.671214,2.31
-71.51777134,-40.01656034,0.74,15.473763,2.75
-71.51784769,-40.016591,0.7,15.475887,2.6
-71.5179062,-40.01661452,0.53,14.069423,1.99
-71.51797368,-40.01664169,0.38,14.776008,1.44
-71.51803791,-40.01666762,0.36,14.778367,1.37
-71.51809879,-40.01669226,0.34,14.784229,1.3
-71.51815815,-40.01671634,0.28,13.376086,1.08
-71.51820578,-40.01673571,0.27,11.96961,1.04
-71.51825551,-40.01675597,0.28,12.678407,1.08
-71.51831342,-40.01677961,0.2,11.978317,0.79
-71.51835944,-40.01679843,0.12,11.977837,0.5
-71.51841086,-40.01681941,0.04,10.555267,0.21
-71.51844258,-40.01683236,0.02,8.451386,0.14
-71.51847584,-40.01684601,0.07,8.476875,0.32
-71.51851884,-40.01686385,0.1,9.890093,0.43
-71.51857042,-40.01688528,0.08,11.304652,0.36
-71.51862342,-40.01690734,0.18,12.015867,0.72
-71.5186775,-40.01692988,0.21,12.018879,0.83
-71.51872227,-40.01694856,0.18,11.31155,0.72
-71.51877121,-40.01696902,0.17,12.026249,0.68
-71.51882843,-40.01699297,0.18,12.73279,0.72
-71.51888653,-40.0170173,0.17,12.736829,0.68
-71.51893755,-40.0170387,0.1,10.618262,0.43
-71.51896962,-40.01705215,0.04,8.493187,0.21
-71.51900095,-40.01706529,0.04,7.78333,0.21
-71.51903422,-40.01707926,0.02,7.7831364,0.14
-71.51909177,-40.01710343,0.36,7.785077,1.37
-71.51919439,-40.01714652,0.3,13.442386,1.15
-71.51925505,-40.01717196,0.28,13.442198,1.08
-71.51930534,-40.01719303,0.2,12.732518,0.79
-71.5193627,-40.01721707,0.13,13.438605,0.54
-71.51943181,-40.01724599,0.11,15.556287,0.46
-71.51950617,-40.01727708,0.1,16.267529,0.43
-71.5195714,-40.0173043,0.12,16.969643,0.5
-71.51965376,-40.01733862,0.09,18.385452,0.39
-71.51974006,-40.01737448,0.08,18.366425,0.36
-71.51981864,-40.01740699,0.09,17.6316,0.39
-71.51988913,-40.01743604,0.09,17.628788,0.39
-71.51997314,-40.01747059,0.1,18.334656,0.43
-71.52004886,-40.01750164,0.1,16.218822,0.43
-71.52010705,-40.01752544,0.15,14.809025,0.61
-71.52017121,-40.01755165,0.27,14.10544,1.04
-71.52022025,-40.01757162,0.3,13.403505,1.15
-71.52028682,-40.01759867,0.3,14.104136,1.15
-71.52034342,-40.01762163,0.28,13.404751,1.08
-71.52040062,-40.0176448,0.28,13.409799,1.08
-71.52046072,-40.01766911,0.36,14.110592,1.37
-71.5205239,-40.01769462,0.47,13.42282,1.77
-71.52057646,-40.0177158,0.51,12.713404,1.91
-71.52062649,-40.01773593,0.58,11.296942,2.17
-71.52069839,-40.01776481,0.02,8.476294,0.14
-71.52073906,-40.01778114,0.05,9.894781,0.25
-71.52079817,-40.01780486,0.15,12.72119,0.61
-71.5208607,-40.01782993,0.18,13.431471,0.72
-71.5209124,-40.01785071,0.2,12.719572,0.79
-71.52097262,-40.01787489,0.22,14.149734,0.86
-71.52104314,-40.01790304,0.24,14.880011,0.94
-71.52110164,-40.01792632,0.21,14.175764,0.83
-71.52116507,-40.01795158,0.24,14.892004,0.94
-71.5212261,-40.0179759,0.31,14.185492,1.19
-71.52129395,-40.01800297,0.33,15.60749,1.26
-71.52136822,-40.01803264,0.3,15.60973,1.15
-71.52143764,-40.01806041,0.24,16.324692,0.94
-71.52150685,-40.01808816,0.23,14.195977,0.9
-71.52156412,-40.01811118,0.23,14.91165,0.9
-71.52163027,-40.01813786,0.21,14.918712,0.83
-71.52169277,-40.01816313,0.19,14.910397,0.75
-71.5217483,-40.01818563,0.25,14.200974,0.97
-71.52181987,-40.01821471,0.31,14.912713,1.19
-71.52187995,-40.01823922,0.31,14.906944,1.19
-71.52193926,-40.01826346,0.25,14.197373,0.97
-71.52199766,-40.0182874,0.2,12.7764435,0.79
-71.52205779,-40.01831214,0.19,13.48289,0.75
-71.52211391,-40.01833528,0.15,12.061731,0.61
-71.52214715,-40.01834901,0.1,9.22378,0.43
-71.52218164,-40.01836314,0.05,8.518604,0.25
-71.52221488,-40.01837677,0.04,7.813593,0.21
-71.52224774,-40.01839036,0.02,7.7997937,0.14
-71.52227433,-40.01840157,0.02,7.089176,0.14
-71.52220221,-40.01837156,0.07,7.809701,0.32
-71.52223489,-40.018385,0.03,7.8029876,0.18
-71.52226088,-40.0183959,0.02,7.09271,0.14
-71.52229377,-40.01840977,0.02,7.089566,0.14
-71.52232185,-40.01842163,0.02,6.3841567,0.14
-71.52234647,-40.01843204,0.03,6.3801703,0.18
-71.52237478,-40.01844403,0.04,7.7980514,0.21
-71.52241465,-40.01846093,0.1,9.216032,0.43
-71.52246096,-40.0184806,0.31,12.048751,1.19
-71.52252836,-40.01850924,0.47,13.461105,1.77
-71.52257207,-40.01852782,0.52,11.332562,1.95
-71.52262108,-40.01854864,0.48,12.748073,1.81
-71.52268824,-40.01857718,0.5,13.452617,1.88
-71.52273985,-40.0185991,0.46,12.740707,1.73
-71.52279802,-40.01862381,0.43,12.7355175,1.62
-71.52285549,-40.0186482,0.37,12.737148,1.41
-71.52290864,-40.01867074,0.32,12.728351,1.23
-71.52296501,-40.01869461,0.29,13.429574,1.12
-71.52302787,-40.01872115,0.26,13.428971,1.01
-71.52308033,-40.01874326,0.19,12.0113735,0.75
-71.52311978,-40.01875986,0.15,10.593161,0.61
-71.52316085,-40.01877711,0.14,10.594727,0.57
-71.52320932,-40.01879743,0.16,11.297588,0.65
-71.52326297,-40.01881987,0.16,12.011087,0.65
-71.52331375,-40.01884106,0.2,11.999058,0.79
-71.52336669,-40.01886308,0.2,11.998808,0.79
-71.52340886,-40.01888059,0.18,11.310634,0.72
-71.5234666,-40.01890472,0.19,12.706667,0.75
-71.52352755,-40.01892986,0.22,13.389975,0.86
-71.523581,-40.01895147,0.22,14.091386,0.86
-71.52365596,-40.01898168,0.25,15.498493,0.97
-71.52371867,-40.01900686,0.18,14.089793,0.72
-71.523781,-40.01903182,0.14,14.090569,0.57
-71.5238394,-40.01905518,0.13,13.386949,0.54
-71.52389915,-40.01907903,0.13,15.508389,0.54
-71.52398654,-40.01911389,0.13,16.213861,0.54
-71.52403924,-40.01913489,0.13,14.1022625,0.54
-71.52410187,-40.01915985,0.13,14.106948,0.54
-71.5241587,-40.0191825,0.14,14.112808,0.57
-71.52422755,-40.01920997,0.13,14.822894,0.54
-71.52429186,-40.01923564,0.14,14.123762,0.57
-71.52434977,-40.01925879,0.13,14.126646,0.54
-71.52441305,-40.01928413,0.13,14.133913,0.54
-71.52448044,-40.01931118,0.14,14.140593,0.57
-71.52453683,-40.01933386,0.12,12.029749,0.5
-71.52457653,-40.01934985,0.1,10.610388,0.43
-71.52461665,-40.01936605,0.1,9.907362,0.43
-71.52465729,-40.01938249,0.08,9.908844,0.36
-71.52470573,-40.01940189,0.05,9.882807,0.25
-71.52474232,-40.01941663,0.04,8.480631,0.21
-71.52478103,-40.01943249,0.05,8.52708,0.25
-71.52481412,-40.01944614,0.02,7.816817,0.14
-71.5248462,-40.01945941,0.03,7.81752,0.18
-71.52487339,-40.01947066,0.06,7.108617,0.28
-71.52493345,-40.01949557,0.02,6.4011765,0.14
-71.52495891,-40.01950614,0.02,6.3969,0.14
-71.52498416,-40.01951664,0.01,6.401269,0.1
-71.52500985,-40.01952734,0.02,6.39687,0.14
-71.52503358,-40.01953721,0.02,6.395988,0.14
-71.52506291,-40.01954943,0.02,9.237891,0.14
-71.52511948,-40.01957303,0.01,10.659454,0.1
-71.52514994,-40.01958576,0.02,8.528813,0.14
-71.52520898,-40.01961044,0.03,12.785393,0.18
-71.52527755,-40.01963914,0.02,7.0997295,0.14
-71.52532993,-40.01966109,0.17,9.939855,0.68
-71.52538848,-40.01968563,0.39,12.058388,1.48
-71.52544148,-40.01970785,0.5,13.465799,1.88
-71.52550246,-40.01973342,0.52,13.466326,1.95
-71.52555604,-40.01975589,0.63,12.747374,2.35
-71.52560959,-40.01977835,0.9,13.440308,3.33
-71.5256757,-40.01980602,1.06,13.430982,3.91
-71.52572194,-40.01982535,0.97,12.717564,3.58
-71.5257778,-40.01984866,0.87,12.711819,3.22
-71.52584049,-40.01987474,0.67,13.395993,2.49
-71.52590157,-40.01990011,0.62,14.094954,2.31
-71.52595829,-40.0199237,0.57,12.706196,2.13
-71.52601419,-40.01994688,0.54,13.366087,2.02
-71.52607164,-40.01997054,0.51,13.297382,1.91
-71.52612616,-40.01999291,0.47,12.592167,1.77
-71.52618393,-40.02001657,0.48,13.280928,1.81
-71.52623998,-40.02003947,0.45,13.27966,1.7
-71.52629358,-40.02006131,0.43,13.277501,1.62
-71.52635479,-40.02008621,0.42,13.970131,1.59
-71.52641458,-40.02011048,0.41,13.27218,1.55
-71.526471,-40.02013332,0.41,13.969623,1.55
-71.52653984,-40.02016114,0.46,14.671159,1.73
-71.52659685,-40.02018411,0.36,14.675887,1.37
-71.52666166,-40.02021017,0.26,14.682814,1.01
-71.52672206,-40.02023441,0.2,13.992508,0.79
-71.52678377,-40.02025914,0.17,14.702669,0.68
-71.52684849,-40.02028503,0.16,14.715494,0.65
-71.5269126,-40.02031066,0.16,14.732163,0.65
-71.52697718,-40.02033644,0.17,16.151752,0.68
-71.52705121,-40.02036596,0.19,16.17015,0.75
-71.52711014,-40.02038944,0.19,14.7837515,0.75
-71.52716686,-40.02041208,0.18,13.352606,0.72
-71.52722703,-40.02043614,0.21,14.097958,0.83
-71.52728503,-40.02045926,0.26,12.764713,1.01
-71.52733747,-40.02048005,0.29,12.066278,1.12
-71.52738414,-40.02049854,0.31,11.365452,1.19
-71.52743389,-40.02051828,0.25,11.380419,0.97
-71.52748148,-40.02053716,0.13,10.675632,0.54
-71.52752314,-40.02055372,0.08,9.254977,0.36
-71.52755742,-40.02056737,0.06,9.264965,0.28
-71.52759467,-40.02058222,0.07,9.988706,0.32
-71.52765097,-40.02060471,0.14,11.413314,0.57
-71.52770531,-40.02062646,0.18,12.847011,0.72
-71.52776844,-40.02065179,0.34,13.575091,1.3
-71.5278239,-40.02067408,0.4,12.864019,1.52
-71.52787259,-40.02069371,0.48,12.15561,1.81
-71.52792509,-40.02071492,0.51,12.87338,1.91
-71.52799153,-40.02074183,0.46,14.308078,1.73
-71.5280608,-40.02077001,0.39,15.024164,1.48
-71.52811725,-40.02079304,0.37,14.311615,1.41
-71.52818143,-40.02081932,0.31,14.313094,1.19
-71.52824953,-40.02084733,0.27,14.30484,1.04
-71.52830238,-40.02086914,0.25,12.873358,0.97
-71.52836046,-40.02089319,0.29,13.587038,1.12
-71.52842916,-40.02092166,0.27,15.019764,1.04
-71.52848434,-40.02094449,0.17,12.869843,0.68
-71.52853287,-40.02096471,0.09,10.719293,0.39
-71.52857103,-40.02098088,0.09,9.983241,0.39
-71.52861275,-40.02099862,0.09,9.977087,0.39
-71.52866066,-40.02101903,0.06,10.689945,0.28
-71.52870779,-40.02103915,0.05,10.680815,0.25
-71.52874889,-40.02105672,0.06,10.675562,0.28
-71.52879931,-40.0210783,0.06,12.09116,0.28
-71.52885516,-40.02110224,0.07,12.803425,0.32
-71.52890917,-40.02112542,0.15,12.788703,0.61
-71.52897189,-40.02115234,0.24,13.488977,0.94
-71.52903332,-40.02117872,0.36,13.48388,1.37
-71.52907872,-40.02119822,0.47,12.768809,1.77
-71.52914162,-40.02122522,0.6,14.880396,2.24
-71.52921345,-40.02125604,0.72,15.582149,2.67
-71.52927809,-40.02128371,0.77,14.153011,2.86
-71.52933703,-40.02130889,0.77,13.433208,2.86
-71.52939158,-40.02133213,0.71,13.42516,2.64
-71.52945218,-40.02135788,0.52,14.122896,1.95
-71.5295171,-40.02138538,0.34,14.818785,1.3
-71.52957444,-40.02140962,0.24,12.697495,0.94
-71.52962764,-40.02143206,0.23,12.691855,0.9
-71.52968546,-40.02145638,0.23,12.686256,0.9
-71.52973806,-40.02147862,0.21,12.692149,0.83
-71.52980202,-40.02150537,0.16,13.381224,0.65
-71.52985638,-40.02152767,0.14,14.053165,0.57
-71.52992745,-40.02155667,0.14,15.458476,0.57
-71.52999687,-40.02158491,0.15,14.750731,0.61
-71.53005293,-40.02160764,0.24,14.04862,0.94
-71.53011275,-40.02163187,0.42,12.648056,1.59
-71.53016155,-40.02165156,0.57,11.944977,2.13
-71.53021194,-40.02167186,0.61,11.942865,2.28
-71.53026423,-40.0216929,0.64,13.357705,2.38
-71.53032831,-40.02171862,0.66,13.355716,2.46
-71.53037491,-40.0217373,0.66,11.953654,2.46
-71.53042601,-40.02175776,0.64,11.963013,2.38
-71.5304787,-40.02177885,0.63,13.369435,2.35
-71.53053639,-40.02180194,0.62,13.376071,2.31
-71.5305932,-40.02182466,0.59,13.381105,2.2
-71.53065884,-40.0218509,0.52,14.798278,1.95
-71.53071454,-40.02187319,0.48,13.402321,1.81
-71.5307726,-40.02189644,0.52,14.108548,1.95
-71.53083656,-40.02192207,0.58,14.118001,2.17
-71.53090227,-40.02194842,0.5,14.839072,1.88
-71.53096614,-40.02197385,0.35,14.80559,1.33
-71.53102304,-40.02199661,0.33,14.845804,1.26
-71.53109716,-40.0220267,0.48,16.346071,1.81
-71.53115856,-40.02205189,0.74,14.219954,2.75
-71.53121737,-40.02207602,0.86,14.221065,3.18
-71.53127993,-40.02210166,0.89,12.800364,3.29
-71.53132984,-40.0221221,0.61,12.091439,2.28
-71.53138033,-40.02214279,0.42,12.804255,1.59
-71.53144732,-40.02217023,0.26,14.218735,1.01
-71.53151057,-40.02219615,0.31,14.219166,1.19
-71.53156967,-40.02222035,0.34,13.503373,1.3
-71.53162338,-40.02224231,0.32,12.784617,1.23
-71.53167922,-40.02226513,0.28,13.491616,1.08
-71.5317434,-40.02229132,0.26,13.480133,1.01
-71.53179571,-40.02231263,0.27,14.179001,1.04
-71.53186852,-40.02234223,0.25,14.877235,0.97
-71.53192432,-40.02236487,0.27,14.859866,1.04
-71.53199568,-40.02239376,0.33,16.259682,1.26
-71.53206218,-40.02242061,0.41,15.542792,1.55
-71.53212968,-40.02244777,0.39,14.81212,1.48
-71.53218862,-40.02247145,0.3,13.389664,1.15
-71.53224227,-40.0224932,0.21,12.7224655,0.83
-71.53229212,-40.02251326,0.21,12.680932,0.83
-71.53236111,-40.02254043,0.24,13.975988,0.94
-71.53242091,-40.02256378,0.24,13.965737,0.94
-71.53248528,-40.0225889,0.24,15.354265,0.94
-71.53255714,-40.0226169,0.21,14.646912,0.83
-71.53261275,-40.02263858,0.19,13.951289,0.75
-71.53267431,-40.02266258,0.19,15.341275,0.75
-71.5327565,-40.02269467,0.2,16.73847,0.79
-71.53282361,-40.02272092,0.17,14.651878,0.68
-71.53287877,-40.02274253,0.16,13.957694,0.65
-71.53294331,-40.02276791,0.17,14.666658,0.68
-71.53300802,-40.02279344,0.17,15.382443,0.68
-71.53307866,-40.02282143,0.18,14.699588,0.72
-71.53313915,-40.02284548,0.19,14.710251,0.75
-71.53319085,-40.02286611,0.21,13.325104,0.83
-71.53325102,-40.02289024,0.24,14.052267,0.94
-71.53331764,-40.02291709,0.2,14.058568,0.79
-71.53337069,-40.02293857,0.2,12.6784,0.79
-71.53342776,-40.02296178,0.22,12.685329,0.86
-71.533482,-40.02298376,0.25,13.372617,0.97
-71.53354969,-40.02301148,0.32,14.85225,1.23
-71.53360553,-40.02303479,0.34,13.528072,1.3
-71.53366865,-40.02306143,0.38,14.254449,1.44
-71.53372611,-40.02308577,0.4,13.557701,1.52
-71.53378237,-40.02310969,0.46,14.289797,1.73
-71.53385452,-40.02314048,0.52,14.302256,1.95
-71.53390744,-40.02316311,0.53,12.878927,1.99
-71.53396841,-40.02318922,0.47,13.605341,1.77
-71.53402419,-40.02321317,0.44,13.611898,1.66
-71.53408409,-40.02323893,0.4,13.619468,1.52
-71.53414064,-40.02326325,0.33,13.620575,1.26
-71.53419353,-40.023286,0.31,12.907036,1.19
-71.53425435,-40.0233122,0.31,14.340657,1.19
-71.53432773,-40.02334379,0.3,15.777069,1.15
-71.53439575,-40.02337305,0.31,15.053643,1.19
-71.53445345,-40.02339784,0.29,13.617238,1.12
-71.53450968,-40.02342196,0.31,13.613112,1.19
-71.53456662,-40.02344636,0.34,14.320388,1.3
-71.53463612,-40.02347608,0.38,15.025711,1.44
-71.53469943,-40.02350308,0.38,15.779289,1.44
-71.53477482,-40.02353526,0.38,15.732164,1.44
-71.5348364,-40.02356133,0.39,14.926975,1.48
-71.53490302,-40.02358915,0.4,15.618914,1.52
-71.53497749,-40.02362012,0.4,15.607543,1.52
-71.53503392,-40.02364349,0.4,12.7654085,1.52
-71.53508258,-40.02366361,0.41,12.043781,1.55
-71.53513886,-40.0236868,0.43,13.450205,1.62
-71.53520178,-40.02371264,0.44,14.155773,1.66
-71.53526007,-40.02373651,0.44,13.436912,1.66
-71.53531993,-40.02376095,0.43,13.429339,1.62
-71.53537127,-40.02378187,0.43,12.71936,1.62
-71.53542392,-40.0238033,0.47,13.425055,1.77
-71.53549396,-40.02383172,0.45,14.82761,1.7
-71.53555763,-40.02385747,0.44,15.529511,1.66
-71.53562655,-40.02388531,0.5,14.819748,1.88
-71.53568677,-40.02390959,0.52,14.818092,1.95
-71.5357537,-40.02393653,0.46,15.523949,1.73
-71.53581843,-40.02396257,0.42,14.824364,1.59
-71.53588436,-40.02398907,0.47,14.822758,1.77
-71.535942,-40.02401223,0.56,14.118111,2.1
-71.53600921,-40.02403919,0.53,14.807365,1.99
-71.5360661,-40.02406201,0.45,14.121936,1.7
-71.53613135,-40.02408822,0.38,13.461844,1.44
-71.53617942,-40.02410752,0.32,12.746476,1.23
-71.53623846,-40.02413124,0.24,14.165163,0.94
-71.53631305,-40.02416124,0.21,15.583707,0.83
-71.5363833,-40.02418954,0.21,15.584081,0.83
-71.53645045,-40.02421662,0.21,15.586395,0.83
-71.53651729,-40.02424361,0.19,15.586768,0.75
-71.53658633,-40.02427153,0.19,14.884661,0.75
-71.53664584,-40.02429564,0.23,14.17296,0.9
-71.53671635,-40.02432428,0.28,15.58273,1.08
-71.53678893,-40.0243538,0.31,16.995687,1.19
-71.5368699,-40.0243868,0.35,16.990929,1.33
-71.53693471,-40.02441329,0.39,15.574922,1.48
-71.53700067,-40.0244403,0.42,14.872805,1.59
-71.53706369,-40.02446615,0.45,13.443602,1.7
-71.53710702,-40.02448394,0.34,11.315896,1.3
-71.53715383,-40.02450316,0.09,9.903392,0.39
-71.53718767,-40.0245171,0.15,8.485899,0.61
-71.53722212,-40.02453129,0.1,7.780666,0.43
-71.53725454,-40.02454462,0.05,8.493124,0.25
-71.53729199,-40.02455994,0.06,8.485651,0.28
-71.5373359,-40.02457807,0.12,9.877194,0.5
-71.53738708,-40.02459947,0.19,11.282947,0.75
-71.53744248,-40.02462265,0.14,11.984074,0.57
-71.53748946,-40.02464231,0.08,11.275046,0.36
-71.53753275,-40.02466044,0.09,9.161192,0.39
-71.5375652,-40.02467403,0.04,9.159126,0.21
-71.53760269,-40.02468974,0.05,9.154923,0.25
-71.53764334,-40.02470679,0.07,10.560317,0.32
-71.53770013,-40.02473059,0.12,12.668974,0.5
-71.53775497,-40.02475357,0.14,11.964961,0.57
-71.53780422,-40.02477422,0.19,12.664297,0.75
-71.53787071,-40.02480207,0.3,14.771253,1.15
-71.53793233,-40.02482786,0.31,13.362611,1.19
-71.53797771,-40.02484681,0.24,11.250067,0.94
-71.53802566,-40.02486681,0.11,10.547407,0.46
-71.53806181,-40.02488188,0.05,9.145129,0.25
-71.5380982,-40.02489704,0,8.436862,0.07
-71.53812676,-40.02490894,0,7.030719,0.07
-71.53818926,-40.02493491,0.02,7.031911,0.14
-71.53821977,-40.02494757,0,7.0350847,0.07
-71.53828263,-40.02497364,0.02,7.736994,0.14
-71.53831635,-40.0249876,0.03,7.733732,0.18
-71.53834753,-40.0250005,0.06,7.7329693,0.28
-71.53837919,-40.02501358,0.09,8.44041,0.39
-71.53842491,-40.02503246,0.2,10.550637,0.79
-71.53847736,-40.02505407,0.26,11.251262,1.01
-71.53852042,-40.02507204,0.16,9.844433,0.65
